Num_Acc,inverse_data,week_day,state,severity,weather,location,hrmn,lum,vehicle_type,vehicle_model,engine_size,driver_sex,driver_age,car_age,casualty_severity,casualty_age,casualty_sex,social_class,casualty_type,pedestrian_or_passenger,cause
AID0324,13-01-2023,S,KL,Moderate,Rain,Loc88,2103,Daylight,Truck,Model46,2486,M,55,14,Fatal,28,M,Upper,Car Passenger,Pedestrian,Traffic Violation
AID0325,29-03-2022,T,NL,Minor,Rain,Loc11,236,Twilight,Motorcycle,Model42,2259,F,20,17,Slight,34,F,Working,Car Passenger,Passenger,Traffic Violation
AID0326,29-01-2022,M,AP,Minor,Clear,Loc41,1059,Daylight,Car,Model31,1415,F,36,2,Fatal,36,M,Middle,Motorcyclist,Passenger,Traffic Violation
AID0327,19-10-2023,F,DL,Minor,Rain,Loc125,1834,Night,Truck,Model36,1919,M,20,13,Fatal,39,F,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0328,30-06-2023,M,TR,Moderate,Rain,Loc144,203,Daylight,Motorcycle,Model46,2132,F,23,0,Serious,69,M,Middle,Motorcyclist,Passenger,Traffic Violation
AID0329,01-09-2023,W,KA,Minor,Rain,Loc164,1031,Twilight,Truck,Model43,1920,F,40,1,Fatal,1,F,Working,Cyclist,Passenger,Traffic Violation
AID0330,21-09-2022,T,JH,Minor,Clear,Loc64,12,Daylight,Car,Model39,2062,F,46,10,Slight,46,M,Working,Cyclist,Passenger,Traffic Violation
AID0331,16-03-2022,M,TN,Moderate,Storm,Loc79,1932,Night,Bus,Model20,822,M,65,9,Slight,41,F,Working,Cyclist,Pedestrian,Traffic Violation
AID0332,04-07-2022,S,MP,Moderate,Snow,Loc107,2044,Night,Truck,Model17,1271,M,62,15,Serious,51,M,Middle,Cyclist,Passenger,Traffic Violation
AID0333,16-01-2022,W,CG,Severe,Snow,Loc3,1247,Night,Car,Model26,1875,F,63,8,Fatal,71,M,Middle,Cyclist,Pedestrian,Traffic Violation
AID0334,12-12-2023,F,AR,Minor,Fog,Loc186,1220,Twilight,Motorcycle,Model41,1303,M,57,7,Slight,62,F,Middle,Cyclist,Pedestrian,Traffic Violation
AID0335,18-04-2023,W,MN,Minor,Fog,Loc176,718,Night,Truck,Model24,1450,M,24,10,Fatal,76,F,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0336,28-06-2022,F,GA,Moderate,Fog,Loc156,929,Daylight,Motorcycle,Model41,841,F,56,15,Fatal,2,F,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0337,25-05-2022,F,DL,Minor,Snow,Loc7,2050,Night,Bus,Model14,2790,M,19,1,Fatal,36,M,Middle,Pedestrian,Pedestrian,Traffic Violation
AID0338,08-12-2022,S,TR,Severe,Snow,Loc143,1641,Twilight,Motorcycle,Model49,2914,F,22,11,Serious,61,F,Working,Pedestrian,Passenger,Traffic Violation
AID0339,29-04-2023,M,AS,Minor,Fog,Loc181,1657,Night,Motorcycle,Model7,1497,M,54,16,Serious,74,M,Middle,Motorcyclist,Passenger,Traffic Violation
AID0340,06-07-2023,M,HP,Severe,Rain,Loc181,142,Twilight,Truck,Model27,2460,M,59,19,Slight,57,M,Working,Cyclist,Pedestrian,Traffic Violation
AID0341,21-06-2022,W,KL,Minor,Snow,Loc117,1743,Twilight,Motorcycle,Model29,1152,M,53,2,Slight,29,M,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0342,15-10-2022,S,HR,Minor,Snow,Loc48,303,Night,Car,Model32,1149,F,50,15,Slight,18,M,Middle,Cyclist,Passenger,Traffic Violation
AID0343,16-08-2022,M,UK,Moderate,Storm,Loc35,1030,Twilight,Car,Model28,1432,F,26,5,Slight,46,F,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0344,30-09-2022,S,TR,Severe,Rain,Loc76,447,Daylight,Motorcycle,Model14,2165,F,69,1,Serious,43,F,Working,Motorcyclist,Pedestrian,Traffic Violation
AID0345,27-02-2023,T,NL,Moderate,Fog,Loc121,806,Night,Bus,Model41,1214,M,55,10,Serious,52,F,Middle,Car Passenger,Passenger,Traffic Violation
AID0346,30-08-2022,S,AP,Moderate,Rain,Loc38,1106,Night,Car,Model36,1812,F,58,20,Serious,68,M,Working,Motorcyclist,Pedestrian,Traffic Violation
AID0347,21-04-2022,S,PB,Moderate,Fog,Loc152,1133,Twilight,Bus,Model34,1600,M,49,1,Slight,38,F,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0348,29-12-2022,S,NL,Moderate,Storm,Loc34,1,Night,Motorcycle,Model25,2106,F,28,10,Serious,41,M,Middle,Motorcyclist,Passenger,Traffic Violation
AID0349,23-12-2023,W,AP,Severe,Snow,Loc41,1307,Daylight,Bus,Model10,1161,M,59,7,Serious,74,F,Upper,Pedestrian,Passenger,Traffic Violation
AID0350,06-11-2022,F,GJ,Severe,Snow,Loc94,1828,Daylight,Car,Model37,1423,M,28,0,Serious,59,M,Middle,Car Passenger,Passenger,Traffic Violation
AID0351,18-10-2022,S,HR,Moderate,Clear,Loc165,2309,Twilight,Motorcycle,Model20,2590,M,32,8,Fatal,9,M,Middle,Motorcyclist,Passenger,Traffic Violation
AID0352,25-02-2022,T,MH,Minor,Storm,Loc4,1838,Daylight,Car,Model20,1246,F,68,19,Slight,4,F,Middle,Car Passenger,Pedestrian,Traffic Violation
AID0353,10-10-2023,S,RJ,Moderate,Fog,Loc4,1328,Daylight,Motorcycle,Model39,2540,M,23,12,Fatal,38,M,Working,Pedestrian,Pedestrian,Traffic Violation
AID0354,08-10-2023,M,AP,Moderate,Clear,Loc109,1400,Twilight,Motorcycle,Model28,1696,M,33,4,Serious,26,F,Working,Car Passenger,Passenger,Traffic Violation
AID0355,29-05-2022,F,ML,Moderate,Storm,Loc104,822,Night,Bus,Model24,2051,F,32,0,Serious,60,F,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0356,11-09-2023,S,DL,Severe,Clear,Loc175,1519,Daylight,Truck,Model9,1868,F,69,4,Serious,61,F,Working,Pedestrian,Passenger,Traffic Violation
AID0357,25-09-2022,M,CG,Minor,Storm,Loc76,1744,Night,Truck,Model3,1931,F,61,20,Slight,47,F,Working,Cyclist,Pedestrian,Traffic Violation
AID0358,01-06-2023,T,MZ,Severe,Storm,Loc7,1808,Twilight,Truck,Model4,2514,F,49,0,Slight,60,F,Middle,Motorcyclist,Passenger,Traffic Violation
AID0359,12-09-2022,S,AP,Minor,Storm,Loc80,1727,Night,Truck,Model39,2224,F,29,19,Serious,13,M,Upper,Pedestrian,Passenger,Traffic Violation
AID0360,30-08-2023,F,AP,Severe,Clear,Loc124,728,Twilight,Truck,Model30,1676,F,61,2,Fatal,52,F,Working,Car Passenger,Pedestrian,Traffic Violation
AID0361,28-07-2023,F,UK,Moderate,Storm,Loc4,935,Twilight,Motorcycle,Model7,2450,M,67,6,Slight,41,F,Middle,Pedestrian,Passenger,Traffic Violation
AID0362,13-02-2023,M,ML,Moderate,Rain,Loc176,1414,Daylight,Motorcycle,Model5,2580,M,50,18,Fatal,76,F,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0363,04-03-2023,F,DL,Severe,Fog,Loc169,551,Night,Car,Model21,1876,M,61,0,Fatal,62,F,Upper,Cyclist,Pedestrian,Traffic Violation
AID0364,10-12-2022,T,PB,Minor,Clear,Loc193,1731,Daylight,Truck,Model11,1677,M,27,9,Slight,48,M,Working,Motorcyclist,Passenger,Traffic Violation
AID0365,11-09-2023,T,ML,Moderate,Clear,Loc190,2113,Night,Bus,Model10,2066,F,39,8,Slight,15,M,Middle,Motorcyclist,Passenger,Traffic Violation
AID0366,14-03-2023,W,BR,Moderate,Rain,Loc142,2052,Night,Bus,Model22,1294,F,31,10,Fatal,51,M,Working,Cyclist,Passenger,Traffic Violation
AID0367,11-10-2023,S,MH,Minor,Fog,Loc21,1629,Daylight,Bus,Model13,1052,M,34,17,Fatal,78,F,Middle,Pedestrian,Pedestrian,Traffic Violation
AID0368,13-10-2022,S,PB,Moderate,Storm,Loc60,1919,Night,Bus,Model42,1503,M,52,3,Serious,54,F,Working,Car Passenger,Pedestrian,Traffic Violation
AID0369,10-11-2022,F,TR,Minor,Rain,Loc92,2204,Daylight,Truck,Model19,1236,M,38,13,Slight,43,F,Middle,Cyclist,Passenger,Traffic Violation
AID0370,23-05-2022,M,BR,Minor,Storm,Loc100,2053,Night,Car,Model45,2473,F,50,4,Slight,25,F,Upper,Car Passenger,Passenger,Traffic Violation
AID0371,25-12-2023,S,AP,Moderate,Storm,Loc150,2307,Twilight,Car,Model11,2284,M,47,19,Serious,18,M,Working,Pedestrian,Passenger,Traffic Violation
AID0372,04-04-2023,W,AP,Minor,Clear,Loc174,442,Daylight,Motorcycle,Model44,1216,M,39,4,Slight,80,F,Upper,Cyclist,Passenger,Traffic Violation
AID0373,24-06-2023,W,PB,Minor,Rain,Loc184,1157,Twilight,Bus,Model22,2566,M,61,5,Serious,30,F,Working,Car Passenger,Pedestrian,Traffic Violation
AID0374,28-11-2023,W,PB,Minor,Clear,Loc81,631,Twilight,Truck,Model25,1730,F,59,1,Slight,28,M,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0375,01-01-2022,S,KL,Severe,Snow,Loc185,2120,Daylight,Car,Model24,2450,F,69,7,Fatal,45,F,Middle,Cyclist,Pedestrian,Traffic Violation
AID0376,20-06-2022,S,GJ,Moderate,Rain,Loc74,1733,Twilight,Bus,Model33,1075,F,22,15,Serious,67,M,Middle,Car Passenger,Pedestrian,Traffic Violation
AID0377,04-07-2022,F,GA,Severe,Rain,Loc42,807,Night,Truck,Model37,2112,M,26,5,Fatal,61,F,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0378,23-02-2022,M,WB,Moderate,Snow,Loc159,2113,Night,Bus,Model21,1119,M,49,11,Slight,53,M,Middle,Motorcyclist,Passenger,Traffic Violation
AID0379,27-01-2022,M,AS,Moderate,Snow,Loc187,2320,Night,Motorcycle,Model39,2404,M,44,7,Serious,4,F,Upper,Car Passenger,Passenger,Traffic Violation
AID0380,30-03-2023,T,AS,Moderate,Storm,Loc80,2200,Twilight,Truck,Model21,2622,M,21,20,Serious,46,M,Working,Pedestrian,Pedestrian,Traffic Violation
AID0381,09-09-2022,F,KL,Severe,Fog,Loc197,2212,Night,Car,Model44,1940,M,52,19,Slight,64,M,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0382,24-01-2023,W,RJ,Moderate,Rain,Loc82,1216,Daylight,Bus,Model18,1832,F,37,9,Slight,40,F,Upper,Cyclist,Pedestrian,Traffic Violation
AID0383,19-01-2023,M,MP,Severe,Clear,Loc7,1228,Daylight,Truck,Model38,1941,F,33,8,Slight,80,F,Upper,Cyclist,Pedestrian,Traffic Violation
AID0384,20-06-2022,F,UP,Minor,Fog,Loc165,1824,Twilight,Truck,Model33,927,M,28,6,Fatal,37,M,Working,Car Passenger,Passenger,Traffic Violation
AID0385,29-09-2023,S,WB,Severe,Fog,Loc56,1453,Twilight,Motorcycle,Model28,906,F,52,0,Fatal,59,F,Upper,Motorcyclist,Pedestrian,Traffic Violation
AID0386,05-07-2023,W,BR,Moderate,Clear,Loc36,456,Twilight,Truck,Model40,993,M,53,8,Fatal,73,F,Working,Motorcyclist,Pedestrian,Traffic Violation
AID0387,11-06-2023,S,KL,Moderate,Snow,Loc47,959,Daylight,Truck,Model29,1482,M,24,10,Fatal,10,F,Working,Pedestrian,Passenger,Traffic Violation
AID0388,23-05-2023,S,SK,Minor,Storm,Loc111,142,Twilight,Bus,Model28,1509,M,65,11,Serious,13,M,Middle,Pedestrian,Pedestrian,Traffic Violation
AID0389,15-08-2022,T,MZ,Moderate,Storm,Loc34,129,Twilight,Car,Model25,2426,M,36,2,Slight,46,M,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0390,13-09-2023,T,ML,Moderate,Fog,Loc149,949,Twilight,Car,Model31,2697,M,49,3,Fatal,24,F,Middle,Pedestrian,Pedestrian,Traffic Violation
AID0391,10-08-2022,F,GA,Moderate,Fog,Loc11,659,Night,Bus,Model40,2570,M,61,13,Serious,35,M,Middle,Motorcyclist,Passenger,Traffic Violation
AID0392,18-07-2023,T,MN,Moderate,Fog,Loc82,619,Daylight,Motorcycle,Model6,1117,F,58,11,Slight,61,M,Upper,Car Passenger,Pedestrian,Traffic Violation
AID0393,17-05-2022,T,KL,Moderate,Fog,Loc170,52,Twilight,Car,Model7,1912,F,22,3,Serious,33,F,Middle,Car Passenger,Pedestrian,Traffic Violation
AID0394,16-07-2023,S,WB,Severe,Rain,Loc79,951,Twilight,Motorcycle,Model42,1417,M,56,20,Serious,73,F,Upper,Motorcyclist,Pedestrian,Traffic Violation
AID0395,10-05-2022,W,HP,Severe,Clear,Loc24,2034,Daylight,Bus,Model37,1186,F,55,3,Fatal,23,M,Working,Motorcyclist,Pedestrian,Traffic Violation
AID0396,25-07-2023,F,HP,Minor,Storm,Loc81,2146,Daylight,Car,Model17,2735,M,42,18,Fatal,3,F,Middle,Pedestrian,Passenger,Traffic Violation
AID0397,22-01-2023,T,BR,Minor,Rain,Loc67,923,Twilight,Car,Model50,1505,F,66,5,Serious,68,F,Middle,Cyclist,Pedestrian,Traffic Violation
AID0398,18-10-2023,F,KL,Minor,Storm,Loc160,633,Daylight,Bus,Model3,1087,M,50,7,Serious,58,F,Working,Cyclist,Pedestrian,Traffic Violation
AID0399,27-11-2022,T,AP,Moderate,Rain,Loc198,1539,Daylight,Truck,Model14,1552,F,59,9,Fatal,16,F,Middle,Car Passenger,Pedestrian,Traffic Violation
AID0400,02-07-2022,S,GA,Minor,Rain,Loc193,2101,Daylight,Motorcycle,Model23,1046,M,22,11,Serious,59,F,Working,Cyclist,Pedestrian,Traffic Violation
AID0401,16-12-2022,S,HP,Moderate,Snow,Loc32,2159,Twilight,Truck,Model31,2962,F,31,17,Slight,6,M,Upper,Cyclist,Passenger,Traffic Violation
AID0402,27-08-2022,S,HP,Severe,Clear,Loc181,631,Twilight,Bus,Model43,2418,F,56,20,Serious,68,F,Middle,Motorcyclist,Passenger,Traffic Violation
AID0403,09-06-2022,W,AP,Severe,Rain,Loc141,2235,Daylight,Bus,Model23,2995,M,21,11,Fatal,33,M,Working,Cyclist,Passenger,Traffic Violation
AID0404,15-03-2023,F,UP,Moderate,Clear,Loc95,1530,Daylight,Car,Model9,1328,M,45,13,Fatal,54,M,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0405,14-09-2023,S,AP,Severe,Clear,Loc184,319,Daylight,Truck,Model6,2268,M,49,4,Slight,13,F,Middle,Cyclist,Pedestrian,Traffic Violation
AID0406,14-01-2022,F,KL,Minor,Fog,Loc116,1834,Daylight,Car,Model4,1626,M,26,3,Fatal,79,F,Middle,Pedestrian,Pedestrian,Traffic Violation
AID0407,10-02-2023,F,MH,Severe,Rain,Loc180,1807,Night,Truck,Model43,2801,F,58,18,Serious,15,F,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0408,20-03-2023,W,JH,Minor,Rain,Loc67,623,Daylight,Motorcycle,Model39,2098,M,65,0,Fatal,41,M,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0409,24-02-2023,T,TN,Moderate,Clear,Loc138,48,Twilight,Car,Model4,2161,M,62,2,Fatal,7,F,Middle,Car Passenger,Passenger,Traffic Violation
AID0410,18-10-2023,M,AR,Minor,Storm,Loc143,842,Daylight,Car,Model38,2320,F,27,5,Slight,55,M,Working,Motorcyclist,Pedestrian,Traffic Violation
AID0411,12-02-2023,S,PB,Severe,Storm,Loc118,2020,Twilight,Bus,Model47,2247,M,63,12,Serious,38,F,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0412,05-05-2022,T,RJ,Moderate,Rain,Loc14,1601,Daylight,Truck,Model17,2219,M,59,16,Serious,72,M,Upper,Cyclist,Pedestrian,Traffic Violation
AID0413,11-01-2022,F,TN,Moderate,Snow,Loc81,1048,Daylight,Bus,Model28,1823,F,56,7,Serious,58,F,Working,Motorcyclist,Pedestrian,Traffic Violation
AID0414,03-10-2022,S,ML,Moderate,Clear,Loc155,2235,Twilight,Motorcycle,Model7,2749,M,67,18,Fatal,62,F,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0415,02-01-2022,S,CG,Minor,Fog,Loc104,452,Night,Truck,Model40,1164,M,62,8,Serious,17,F,Working,Car Passenger,Pedestrian,Traffic Violation
AID0416,26-07-2023,M,CG,Severe,Rain,Loc28,320,Daylight,Car,Model31,1993,M,48,14,Serious,50,F,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0417,08-05-2023,S,KL,Moderate,Fog,Loc123,2337,Twilight,Truck,Model43,2740,M,25,13,Serious,77,M,Upper,Car Passenger,Pedestrian,Traffic Violation
AID0418,20-09-2023,M,BR,Minor,Storm,Loc127,24,Daylight,Truck,Model13,1318,M,56,12,Serious,69,M,Middle,Pedestrian,Pedestrian,Traffic Violation
AID0419,17-01-2022,W,KA,Moderate,Fog,Loc2,2050,Daylight,Motorcycle,Model25,2938,M,26,4,Serious,69,M,Working,Cyclist,Passenger,Traffic Violation
AID0420,28-07-2023,S,SK,Minor,Fog,Loc106,1253,Night,Bus,Model17,2662,M,61,18,Serious,73,F,Upper,Car Passenger,Pedestrian,Traffic Violation
AID0421,24-07-2023,S,CG,Moderate,Fog,Loc128,1855,Daylight,Car,Model43,2287,F,42,6,Slight,74,M,Middle,Car Passenger,Passenger,Traffic Violation
AID0422,17-01-2022,T,RJ,Minor,Clear,Loc160,1458,Twilight,Car,Model39,2371,M,33,10,Slight,18,M,Middle,Car Passenger,Pedestrian,Traffic Violation
AID0423,10-01-2022,F,OD,Moderate,Snow,Loc16,355,Night,Truck,Model39,1832,M,59,5,Fatal,12,F,Working,Car Passenger,Passenger,Traffic Violation
AID0424,15-08-2023,S,OD,Minor,Fog,Loc155,2059,Twilight,Bus,Model41,2859,F,39,3,Fatal,3,F,Upper,Motorcyclist,Pedestrian,Traffic Violation
AID0425,23-04-2022,S,SK,Moderate,Snow,Loc129,746,Night,Truck,Model31,2767,M,28,0,Serious,42,M,Working,Motorcyclist,Passenger,Traffic Violation
AID0426,04-11-2022,W,TN,Moderate,Rain,Loc94,1531,Night,Motorcycle,Model32,1031,F,25,4,Serious,18,M,Working,Pedestrian,Passenger,Traffic Violation
AID0427,14-08-2022,S,PB,Moderate,Fog,Loc182,2132,Twilight,Truck,Model49,1175,M,18,1,Serious,3,M,Upper,Pedestrian,Passenger,Traffic Violation
AID0428,13-06-2022,M,NL,Minor,Storm,Loc128,1037,Daylight,Truck,Model18,1457,F,34,7,Slight,78,F,Working,Car Passenger,Pedestrian,Traffic Violation
AID0429,22-12-2022,F,JH,Moderate,Rain,Loc76,1949,Night,Car,Model28,2617,F,34,2,Serious,26,F,Middle,Motorcyclist,Passenger,Traffic Violation
AID0430,23-05-2022,T,DL,Minor,Snow,Loc24,136,Night,Truck,Model43,1407,M,56,10,Serious,37,M,Working,Car Passenger,Passenger,Traffic Violation
AID0431,26-03-2023,S,OD,Moderate,Rain,Loc145,257,Night,Truck,Model1,1932,F,34,17,Serious,5,F,Working,Cyclist,Pedestrian,Traffic Violation
AID0432,01-12-2022,W,KA,Severe,Snow,Loc55,338,Daylight,Truck,Model36,2964,F,49,7,Slight,67,M,Working,Motorcyclist,Passenger,Traffic Violation
AID0433,06-04-2022,T,GA,Minor,Fog,Loc38,614,Daylight,Truck,Model41,2864,F,42,10,Slight,37,F,Working,Pedestrian,Pedestrian,Traffic Violation
AID0434,08-09-2022,T,GA,Minor,Snow,Loc50,1333,Night,Motorcycle,Model6,2578,F,46,19,Serious,74,F,Upper,Car Passenger,Passenger,Traffic Violation
AID0435,21-12-2022,T,MN,Moderate,Fog,Loc183,509,Twilight,Truck,Model30,2500,F,21,18,Serious,20,F,Middle,Cyclist,Passenger,Traffic Violation
AID0436,17-02-2022,S,AP,Minor,Storm,Loc67,104,Twilight,Truck,Model4,2492,F,23,2,Serious,52,F,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0437,23-03-2023,T,UP,Moderate,Rain,Loc98,227,Daylight,Truck,Model24,1417,M,65,1,Serious,53,M,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0438,18-05-2022,W,GA,Minor,Snow,Loc56,1225,Night,Truck,Model34,1950,F,36,7,Slight,6,F,Working,Car Passenger,Pedestrian,Traffic Violation
AID0439,29-08-2022,S,MZ,Moderate,Clear,Loc105,554,Daylight,Bus,Model43,934,F,31,5,Serious,21,M,Middle,Cyclist,Pedestrian,Traffic Violation
AID0440,23-04-2022,T,JH,Severe,Clear,Loc68,1029,Daylight,Motorcycle,Model23,1067,F,20,19,Fatal,51,M,Middle,Pedestrian,Pedestrian,Traffic Violation
AID0441,09-04-2023,M,RJ,Moderate,Storm,Loc48,513,Daylight,Motorcycle,Model19,2250,M,43,2,Fatal,22,F,Working,Motorcyclist,Pedestrian,Traffic Violation
AID0442,01-06-2023,T,KL,Minor,Storm,Loc50,628,Night,Car,Model27,1313,M,70,0,Fatal,31,M,Working,Car Passenger,Pedestrian,Traffic Violation
AID0443,26-06-2022,F,TR,Minor,Clear,Loc118,1407,Daylight,Motorcycle,Model48,2100,M,54,5,Fatal,65,F,Working,Motorcyclist,Pedestrian,Traffic Violation
AID0444,24-04-2022,T,GA,Minor,Clear,Loc15,1103,Twilight,Motorcycle,Model7,2443,F,31,6,Fatal,59,F,Working,Motorcyclist,Pedestrian,Traffic Violation
AID0445,26-10-2022,W,AP,Moderate,Rain,Loc4,1654,Night,Bus,Model3,918,F,48,19,Slight,78,M,Upper,Motorcyclist,Passenger,Traffic Violation
AID0446,06-12-2022,T,UP,Minor,Fog,Loc11,322,Twilight,Car,Model38,1936,F,39,0,Serious,45,M,Middle,Motorcyclist,Passenger,Traffic Violation
AID0447,08-11-2022,F,TR,Moderate,Fog,Loc32,1357,Daylight,Car,Model44,2474,M,39,7,Slight,36,M,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0448,08-10-2023,M,PB,Severe,Storm,Loc149,622,Twilight,Car,Model5,2102,F,58,7,Fatal,5,F,Upper,Car Passenger,Pedestrian,Traffic Violation
AID0449,23-09-2023,S,AP,Minor,Clear,Loc104,1838,Night,Car,Model17,2250,M,36,13,Serious,61,M,Upper,Motorcyclist,Pedestrian,Traffic Violation
AID0450,21-05-2023,S,HP,Moderate,Storm,Loc174,330,Daylight,Car,Model47,2176,M,23,2,Fatal,16,F,Middle,Car Passenger,Pedestrian,Traffic Violation
AID0451,14-06-2022,F,GJ,Minor,Snow,Loc7,2031,Night,Truck,Model48,1386,F,42,17,Slight,33,F,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0452,30-10-2023,M,DL,Moderate,Storm,Loc136,1359,Twilight,Truck,Model14,1564,F,21,12,Slight,46,F,Middle,Motorcyclist,Passenger,Traffic Violation
AID0453,29-12-2022,S,TR,Moderate,Clear,Loc14,2152,Twilight,Truck,Model46,2572,M,56,0,Serious,45,F,Middle,Cyclist,Pedestrian,Traffic Violation
AID0454,03-11-2022,W,GJ,Severe,Rain,Loc67,308,Daylight,Bus,Model37,2684,M,19,14,Serious,21,M,Working,Pedestrian,Pedestrian,Traffic Violation
AID0455,09-08-2023,S,PB,Severe,Rain,Loc131,1609,Twilight,Truck,Model40,1236,M,50,14,Fatal,21,M,Upper,Motorcyclist,Passenger,Traffic Violation
AID0456,25-03-2022,T,MP,Moderate,Clear,Loc130,228,Night,Bus,Model18,2864,F,27,6,Slight,37,M,Middle,Motorcyclist,Passenger,Traffic Violation
AID0457,30-11-2022,F,GJ,Severe,Snow,Loc5,1025,Twilight,Car,Model34,1935,F,66,4,Fatal,52,M,Upper,Motorcyclist,Passenger,Traffic Violation
AID0458,24-11-2023,M,MP,Severe,Storm,Loc171,933,Daylight,Motorcycle,Model6,1760,F,29,0,Fatal,58,M,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0459,11-04-2022,M,KL,Severe,Clear,Loc98,1529,Daylight,Truck,Model2,2759,M,38,1,Serious,37,M,Working,Cyclist,Pedestrian,Traffic Violation
AID0460,09-10-2023,W,GJ,Severe,Rain,Loc133,1936,Twilight,Truck,Model24,1479,F,36,8,Fatal,48,F,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0461,21-03-2023,S,HP,Minor,Storm,Loc32,658,Daylight,Bus,Model10,2863,M,34,12,Slight,44,F,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0462,29-06-2022,W,MP,Minor,Snow,Loc80,1943,Twilight,Car,Model44,1681,F,60,14,Fatal,27,M,Middle,Motorcyclist,Passenger,Traffic Violation
AID0463,02-06-2022,T,HP,Moderate,Storm,Loc200,1822,Daylight,Truck,Model24,1770,F,35,19,Serious,3,F,Working,Motorcyclist,Pedestrian,Traffic Violation
AID0464,11-06-2022,S,BR,Minor,Clear,Loc18,1055,Twilight,Bus,Model42,2424,M,34,17,Fatal,33,F,Working,Cyclist,Pedestrian,Traffic Violation
AID0465,04-06-2022,T,AS,Moderate,Rain,Loc187,644,Twilight,Truck,Model22,1831,M,22,3,Fatal,49,M,Working,Pedestrian,Passenger,Traffic Violation
AID0466,08-01-2023,T,KL,Severe,Clear,Loc190,21,Night,Truck,Model3,2092,M,43,8,Serious,31,M,Working,Pedestrian,Passenger,Traffic Violation
AID0467,29-05-2022,W,JH,Moderate,Clear,Loc15,118,Twilight,Truck,Model18,1264,M,59,12,Fatal,17,F,Upper,Pedestrian,Pedestrian,Traffic Violation
AID0468,12-06-2023,M,AS,Minor,Storm,Loc36,1613,Twilight,Car,Model16,801,F,63,0,Slight,27,F,Middle,Car Passenger,Pedestrian,Traffic Violation
AID0469,13-12-2023,T,AS,Moderate,Fog,Loc56,2328,Twilight,Truck,Model38,2119,M,54,16,Fatal,46,F,Working,Pedestrian,Passenger,Traffic Violation
AID0470,05-03-2023,S,TN,Minor,Snow,Loc87,1711,Night,Bus,Model8,1974,F,53,12,Fatal,31,F,Upper,Motorcyclist,Pedestrian,Traffic Violation
AID0471,04-03-2022,M,AS,Moderate,Fog,Loc34,1534,Daylight,Motorcycle,Model35,1674,M,55,14,Serious,13,M,Middle,Car Passenger,Pedestrian,Traffic Violation
AID0472,05-05-2022,T,JH,Minor,Rain,Loc24,1745,Twilight,Truck,Model5,2268,M,45,11,Serious,33,F,Working,Motorcyclist,Pedestrian,Traffic Violation
AID0473,26-10-2023,W,BR,Minor,Storm,Loc143,1941,Twilight,Car,Model49,2302,M,55,7,Serious,48,F,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0474,22-04-2022,W,AS,Severe,Fog,Loc25,327,Daylight,Motorcycle,Model42,2319,M,62,10,Slight,50,M,Middle,Pedestrian,Passenger,Traffic Violation
AID0475,14-05-2022,S,MH,Severe,Snow,Loc106,836,Daylight,Truck,Model35,1480,M,63,13,Slight,18,F,Upper,Cyclist,Pedestrian,Traffic Violation
AID0476,15-01-2022,F,BR,Minor,Rain,Loc43,923,Twilight,Motorcycle,Model15,1975,F,32,18,Fatal,12,M,Upper,Car Passenger,Passenger,Traffic Violation
AID0477,27-04-2023,S,UP,Severe,Fog,Loc102,624,Twilight,Bus,Model34,803,M,22,5,Serious,29,M,Upper,Motorcyclist,Pedestrian,Traffic Violation
AID0478,28-07-2023,S,NL,Severe,Rain,Loc177,2343,Daylight,Truck,Model19,1076,F,67,16,Serious,60,F,Middle,Motorcyclist,Pedestrian,Traffic Violation
AID0479,01-07-2022,T,GJ,Severe,Fog,Loc100,1652,Twilight,Car,Model12,2772,M,41,11,Slight,55,F,Middle,Cyclist,Pedestrian,Traffic Violation
AID0480,24-03-2022,T,GA,Severe,Fog,Loc91,1746,Daylight,Car,Model22,2205,M,47,17,Fatal,58,M,Working,Car Passenger,Pedestrian,Traffic Violation
